InstID,Walk,GPA,SATMath,SATReading,SATWriting,ACT
448628,00,3.4,NULL,NULL,NULL,NULL
448734,00,3.5,NULL,NULL,NULL,NULL
448804,00,3.1,NULL,NULL,NULL,NULL
448822,00,2.9,NULL,NULL,NULL,NULL
448831,00,3.3,NULL,NULL,NULL,NULL
448840,00,2.9,570,590,560,25
448877,00,3.2,NULL,NULL,NULL,NULL
449038,00,3.2,NULL,NULL,NULL,NULL
449339,00,3.3,NULL,NULL,NULL,NULL
449658,00,3.0,NULL,NULL,NULL,NULL
449764,00,3.4,690,630,690,31
449870,00,2.7,NULL,NULL,NULL,NULL
449898,00,2.6,NULL,NULL,NULL,NULL
449931,00,3.3,NULL,NULL,NULL,NULL
450085,00,3.4,NULL,NULL,NULL,NULL
450094,00,2.6,NULL,NULL,NULL,NULL
450298,00,3.4,NULL,NULL,NULL,NULL
450377,00,2.7,NULL,NULL,NULL,NULL
450447,00,3.4,NULL,NULL,NULL,NULL
450456,00,3.3,NULL,NULL,NULL,NULL
450474,00,2.9,NULL,NULL,NULL,NULL
450483,00,3.0,NULL,NULL,NULL,NULL
450492,00,2.9,NULL,NULL,NULL,NULL
450508,00,2.9,NULL,NULL,NULL,NULL
450517,00,2.9,NULL,NULL,NULL,NULL
450526,00,3.3,NULL,NULL,NULL,NULL
450535,00,3.2,NULL,NULL,NULL,NULL
450544,00,3.4,NULL,NULL,NULL,NULL
450766,00,3.0,NULL,NULL,NULL,NULL
450933,00,2.8,NULL,NULL,NULL,NULL
450979,00,2.6,NULL,NULL,NULL,NULL
451060,00,3.2,NULL,NULL,NULL,NULL
451370,00,2.8,NULL,NULL,NULL,NULL
451398,00,3.0,NULL,NULL,NULL,NULL
451404,00,3.0,NULL,NULL,NULL,NULL
451671,00,2.8,570,580,570,25
451820,00,3.2,NULL,NULL,NULL,NULL
452090,00,2.5,NULL,NULL,NULL,NULL
453127,00,2.6,NULL,NULL,NULL,NULL
453163,00,3.1,NULL,NULL,NULL,NULL
453215,00,2.5,NULL,NULL,NULL,NULL
454184,00,2.7,600,630,640,28
454209,00,3.4,NULL,NULL,NULL,NULL
454227,00,3.3,NULL,NULL,NULL,NULL
454245,00,3.2,NULL,NULL,NULL,NULL
454582,00,3.4,NULL,NULL,NULL,NULL
454689,00,2.8,NULL,NULL,NULL,NULL
454829,00,2.6,NULL,NULL,NULL,NULL
454856,00,3.0,NULL,NULL,NULL,NULL
455257,00,2.9,NULL,NULL,NULL,NULL
455770,00,2.7,NULL,NULL,NULL,NULL
456348,00,2.6,NULL,NULL,NULL,NULL
456481,00,3.3,NULL,NULL,NULL,NULL
456490,00,3.2,NULL,NULL,NULL,NULL
456621,00,3.3,NULL,NULL,NULL,NULL
456630,00,2.5,NULL,NULL,NULL,NULL
456667,00,2.9,NULL,NULL,NULL,NULL
456834,00,3.0,NULL,NULL,NULL,NULL
456959,00,2.6,660,700,610,27
457129,00,2.7,NULL,NULL,NULL,NULL
457183,00,2.7,NULL,NULL,NULL,NULL
457226,00,3.4,NULL,NULL,NULL,NULL
457484,00,3.2,NULL,NULL,NULL,NULL
457697,00,3.0,NULL,NULL,NULL,NULL
458210,00,2.8,NULL,NULL,NULL,NULL
458229,00,2.8,NULL,NULL,NULL,NULL
458469,00,3.0,NULL,NULL,NULL,NULL
458885,00,2.7,NULL,NULL,NULL,NULL
458919,00,2.9,NULL,NULL,NULL,NULL
458937,00,3.4,NULL,NULL,NULL,NULL
458955,00,3.2,NULL,NULL,NULL,NULL
458964,00,3.4,NULL,NULL,NULL,NULL
458973,00,3.4,NULL,NULL,NULL,NULL
459091,00,3.0,NULL,NULL,NULL,NULL
459259,00,3.2,NULL,NULL,NULL,NULL
459268,00,3.1,NULL,NULL,NULL,NULL
459727,00,3.2,NULL,NULL,NULL,NULL
459824,00,2.6,NULL,NULL,NULL,NULL
459994,00,2.7,NULL,NULL,NULL,NULL
460349,00,3.2,NULL,NULL,NULL,NULL
460738,00,3.1,NULL,NULL,NULL,NULL
460783,00,2.7,NULL,NULL,NULL,NULL
460871,00,3.1,NULL,NULL,NULL,NULL
461005,00,2.9,NULL,NULL,NULL,NULL
461032,00,3.3,NULL,NULL,NULL,NULL
461236,00,2.5,NULL,NULL,NULL,NULL
461485,00,3.1,NULL,NULL,NULL,NULL
461847,00,2.9,NULL,NULL,NULL,NULL
461883,00,2.6,NULL,NULL,NULL,NULL
462354,00,3.4,560,610,NULL,28
462390,00,3.2,NULL,NULL,NULL,NULL
462406,00,2.9,NULL,NULL,NULL,NULL
466152,00,3.4,NULL,NULL,NULL,NULL
466921,00,2.8,NULL,NULL,NULL,NULL
466930,00,3.5,NULL,NULL,NULL,NULL
468024,00,3.1,NULL,NULL,NULL,NULL
470092,00,3.0,NULL,NULL,NULL,NULL
474702,00,2.5,NULL,NULL,NULL,NULL
474951,00,3.3,NULL,NULL,NULL,NULL
474960,00,2.9,NULL,NULL,NULL,NULL
474979,00,3.4,NULL,NULL,NULL,NULL
475121,00,2.6,NULL,NULL,NULL,NULL
475185,00,3.5,NULL,NULL,NULL,NULL
475200,00,2.8,NULL,NULL,NULL,NULL
475237,00,2.9,NULL,NULL,NULL,NULL
475273,00,2.9,NULL,NULL,NULL,NULL
475608,00,2.6,NULL,NULL,NULL,NULL
475732,00,3.0,NULL,NULL,NULL,NULL
475741,00,2.7,NULL,NULL,NULL,NULL
475875,00,3.3,NULL,NULL,NULL,NULL
475884,00,3.0,NULL,NULL,NULL,NULL
476072,00,3.3,NULL,NULL,NULL,NULL
476319,00,3.2,NULL,NULL,NULL,NULL
476601,00,2.6,NULL,NULL,NULL,NULL
476692,00,3.4,NULL,NULL,NULL,NULL
476717,00,2.5,NULL,NULL,NULL,NULL
476975,00,2.8,NULL,NULL,NULL,NULL
477011,00,3.0,NULL,NULL,NULL,NULL
477020,00,3.0,NULL,NULL,NULL,NULL
477039,00,3.3,NULL,NULL,NULL,NULL
477996,00,3.0,NULL,NULL,NULL,NULL
479770,00,2.7,NULL,NULL,NULL,NULL
479956,00,2.7,490,600,560,26
480064,00,2.9,NULL,NULL,NULL,NULL
480198,00,2.6,NULL,NULL,NULL,NULL
480444,00,2.9,NULL,NULL,NULL,NULL
480499,00,2.6,NULL,NULL,NULL,NULL
480569,00,3.1,NULL,NULL,NULL,NULL
